"""3411";Description: Length or first dimension, inches;"LENGTH (in), log""";
"""3421";Description: Length or first dimension, feet;"LENGTH (ft), log""";
"""3431";Description: Length or first dimension, yards;"LENGTH (yd), log""";
"""3441";Description: Width, diameter, or second dimension, inches;"WIDTH (in), log""";
"""3451";Description: Width, diameter, or second dimension, feet;"WIDTH (ft), log""";
"""3461";Description: Width, diameter, or second dimension, feet;"WIDTH (yd), log""";
"""3471";Description: Depth, thickness, height, or third dimension, inches;"HEIGHT (in), log""";
"""3481";Description: Depth, thickness, height, or third dimension, feet;"HEIGHT (ft), log""";
"""3491";Description: Depth, thickness, height, or third dimension, yards;"HEIGHT (yd), log""";
"""3501";Description: Area, square inches (variable measure trade item);"AREA (in<sup>2</sup>)""";
"""3511";Description: Area, square feet (variable measure trade item);"AREA (ft<sup>2</sup>)""";
"""3521";Description: Area, square yards (variable measure trade item);"AREA (yd<sup>2</sup>)""";
"""3531";Description: Area, square inches;"AREA (in<sup>2</sup>), log""";
"""3541";Description: Area, square feet;"AREA (ft<sup>2</sup>), log""";
"""3551";Description: Area, square yards;"AREA (yd<sup>2</sup>), log""";
"""3561";Description: Net weight, troy ounces (variable measure trade item);"NET WEIGHT (t oz)""";
"""3571";Description: Net weight (or volume), ounces (variable measure trade item);"NET VOLUME (oz)""";
"""3601";Description: Net volume, quarts (variable measure trade item);"NET VOLUME (qt)""";
"""3611";Description: Net volume, gallons U.S. (variable measure trade item);"NET VOLUME (gal.)""";
"""3621";Description: Logistic volume, quarts;"VOLUME (qt), log""";
"""3631";Description: Logistic volume, gallons U.S.;"VOLUME (gal.), log""";
"""3641";Description: Net volume, cubic inches (variable measure trade item);"VOLUME (in<sup>3</sup>)""";
"""3651";Description: Net volume, cubic feet (variable measure trade item);"VOLUME (ft<sup>3</sup>)""";
"""3661";Description: Net volume, cubic yards (variable measure trade item);"VOLUME (yd<sup>3</sup>)""";
"""3671";Description: Logistic volume, cubic inches;"VOLUME (in<sup>3</sup>), log""";
"""3681";Description: Logistic volume, cubic feet;"VOLUME (ft<sup>3</sup>), log""";
"""3691";Description: Logistic volume, cubic yards;"VOLUME (yd<sup>3</sup>), log""";
"""3102";Description: Net weight, kilograms (variable measure trade item);"NET WEIGHT (kg)""";
"""3112";Description: Length or first dimension, metres (variable measure trade item);"LENGTH (m)""";
"""3122";Description: Width, diameter, or second dimension, metres (variable measure trade item);"WIDTH (m)""";
"""3132";Description: Depth, thickness, height, or third dimension, metres (variable measure trade item);"HEIGHT (m)""";
"""3142";Description: Area, square metres (variable measure trade item);"AREA (m<sup>2</sup>)""";
"""3152";Description: Net volume, litres (variable measure trade item);"NET VOLUME (l)""";
"""3162";Description: Net volume, cubic metres (variable measure trade item);"NET VOLUME (m<sup>3</sup>)""";
"""3202";Description: Net weight, pounds (variable measure trade item);"NET WEIGHT (lb)""";
"""3212";Description: Length or first dimension, inches (variable measure trade item);"LENGTH (in)""";
"""3222";Description: Length or first dimension, feet (variable measure trade item);"LENGTH (ft)""";
"""3232";Description: Length or first dimension, yards (variable measure trade item);"LENGTH (yd)""";
"""3242";Description: Width, diameter, or second dimension, inches (variable measure trade item);"WIDTH (in)""";
"""3252";Description: Width, diameter, or second dimension, feet (variable measure trade item);"WIDTH (ft)""";
"""3262";Description: Width, diameter, or second dimension, yards (variable measure trade item);"WIDTH (yd)""";
"""3272";Description: Depth, thickness, height, or third dimension, inches (variable measure trade item);"HEIGHT (in)""";
"""3282";Description: Depth, thickness, height, or third dimension, feet (variable measure trade item);"HEIGHT (ft)""";
"""3292";Description: Depth, thickness, height, or third dimension, yards (variable measure trade item);"HEIGHT (yd)""";
"""3302";Description: Logistic weight, kilograms;"GROSS WEIGHT (kg)""";
"""3312";Description: Length or first dimension, metres;"LENGTH (m), log""";
"""3322";Description: Width, diameter, or second dimension, metres;"WIDTH (m), log""";
"""3332";Description: Depth, thickness, height, or third dimension, metres;"HEIGHT (m), log""";
"""3342";Description: Area, square metres;"AREA (m<sup>2</sup>), log""";
"""3352";Description: Logistic volume, litres;"VOLUME (l), log""";
"""3362";Description: Logistic volume, cubic metres;"VOLUME (m<sup>3</sup>), log""";
"""3372";Description: Kilograms per square metre;"KG PER m<sup>2</sup>""";
"""3402";Description: Logistic weight, pounds;"GROSS WEIGHT (lb)""";
"""3412";Description: Length or first dimension, inches;"LENGTH (in), log""";
"""3422";Description: Length or first dimension, feet;"LENGTH (ft), log""";
"""3432";Description: Length or first dimension, yards;"LENGTH (yd), log""";
"""3442";Description: Width, diameter, or second dimension, inches;"WIDTH (in), log""";
"""3452";Description: Width, diameter, or second dimension, feet;"WIDTH (ft), log""";
"""3462";Description: Width, diameter, or second dimension, feet;"WIDTH (yd), log""";
"""3472";Description: Depth, thickness, height, or third dimension, inches;"HEIGHT (in), log""";
"""3482";Description: Depth, thickness, height, or third dimension, feet;"HEIGHT (ft), log""";
"""3492";Description: Depth, thickness, height, or third dimension, yards;"HEIGHT (yd), log""";
"""3502";Description: Area, square inches (variable measure trade item);"AREA (in<sup>2</sup>)""";
"""3512";Description: Area, square feet (variable measure trade item);"AREA (ft<sup>2</sup>)""";
"""3522";Description: Area, square yards (variable measure trade item);"AREA (yd<sup>2</sup>)""";
"""3532";Description: Area, square inches;"AREA (in<sup>2</sup>), log""";
"""3542";Description: Area, square feet;"AREA (ft<sup>2</sup>), log""";
"""3552";Description: Area, square yards;"AREA (yd<sup>2</sup>), log""";
"""3562";Description: Net weight, troy ounces (variable measure trade item);"NET WEIGHT (t oz)""";
"""3572";Description: Net weight (or volume), ounces (variable measure trade item);"NET VOLUME (oz)""";
"""3602";Description: Net volume, quarts (variable measure trade item);"NET VOLUME (qt)""";
"""3612";Description: Net volume, gallons U.S. (variable measure trade item);"NET VOLUME (gal.)""";
"""3622";Description: Logistic volume, quarts;"VOLUME (qt), log""";
"""3632";Description: Logistic volume, gallons U.S.;"VOLUME (gal.), log""";
"""3642";Description: Net volume, cubic inches (variable measure trade item);"VOLUME (in<sup>3</sup>)""";
"""3652";Description: Net volume, cubic feet (variable measure trade item);"VOLUME (ft<sup>3</sup>)""";
"""3662";Description: Net volume, cubic yards (variable measure trade item);"VOLUME (yd<sup>3</sup>)""";
"""3672";Description: Logistic volume, cubic inches;"VOLUME (in<sup>3</sup>), log""";
"""3682";Description: Logistic volume, cubic feet;"VOLUME (ft<sup>3</sup>), log""";
"""3692";Description: Logistic volume, cubic yards;"VOLUME (yd<sup>3</sup>), log""";
"""3103";Description: Net weight, kilograms (variable measure trade item);"NET WEIGHT (kg)""";
"""3113";Description: Length or first dimension, metres (variable measure trade item);"LENGTH (m)""";
"""3123";Description: Width, diameter, or second dimension, metres (variable measure trade item);"WIDTH (m)""";
"""3133";Description: Depth, thickness, height, or third dimension, metres (variable measure trade item);"HEIGHT (m)""";
"""3143";Description: Area, square metres (variable measure trade item);"AREA (m<sup>2</sup>)""";
"""3153";Description: Net volume, litres (variable measure trade item);"NET VOLUME (l)""";
"""3163";Description: Net volume, cubic metres (variable measure trade item);"NET VOLUME (m<sup>3</sup>)""";
"""3203";Description: Net weight, pounds (variable measure trade item);"NET WEIGHT (lb)""";
"""3213";Description: Length or first dimension, inches (variable measure trade item);"LENGTH (in)""";
"""3223";Description: Length or first dimension, feet (variable measure trade item);"LENGTH (ft)""";
"""3233";Description: Length or first dimension, yards (variable measure trade item);"LENGTH (yd)""";
"""3243";Description: Width, diameter, or second dimension, inches (variable measure trade item);"WIDTH (in)""";
"""3253";Description: Width, diameter, or second dimension, feet (variable measure trade item);"WIDTH (ft)""";
"""3263";Description: Width, diameter, or second dimension, yards (variable measure trade item);"WIDTH (yd)""";
"""3273";Description: Depth, thickness, height, or third dimension, inches (variable measure trade item);"HEIGHT (in)""";
"""3283";Description: Depth, thickness, height, or third dimension, feet (variable measure trade item);"HEIGHT (ft)""";
"""3293";Description: Depth, thickness, height, or third dimension, yards (variable measure trade item);"HEIGHT (yd)""";
"""3303";Description: Logistic weight, kilograms;"GROSS WEIGHT (kg)""";
"""3313";Description: Length or first dimension, metres;"LENGTH (m), log""";
"""3323";Description: Width, diameter, or second dimension, metres;"WIDTH (m), log""";
"""3333";Description: Depth, thickness, height, or third dimension, metres;"HEIGHT (m), log""";
"""3343";Description: Area, square metres;"AREA (m<sup>2</sup>), log""";
"""3353";Description: Logistic volume, litres;"VOLUME (l), log""";
"""3363";Description: Logistic volume, cubic metres;"VOLUME (m<sup>3</sup>), log""";
"""3373";Description: Kilograms per square metre;"KG PER m<sup>2</sup>""";
"""3403";Description: Logistic weight, pounds;"GROSS WEIGHT (lb)""";
"""3413";Description: Length or first dimension, inches;"LENGTH (in), log""";
"""3423";Description: Length or first dimension, feet;"LENGTH (ft), log""";
"""3433";Description: Length or first dimension, yards;"LENGTH (yd), log""";
"""3443";Description: Width, diameter, or second dimension, inches;"WIDTH (in), log""";
"""3453";Description: Width, diameter, or second dimension, feet;"WIDTH (ft), log""";
"""3463";Description: Width, diameter, or second dimension, feet;"WIDTH (yd), log""";
"""3473";Description: Depth, thickness, height, or third dimension, inches;"HEIGHT (in), log""";
"""3483";Description: Depth, thickness, height, or third dimension, feet;"HEIGHT (ft), log""";
"""3493";Description: Depth, thickness, height, or third dimension, yards;"HEIGHT (yd), log""";
"""3503";Description: Area, square inches (variable measure trade item);"AREA (in<sup>2</sup>)""";
"""3513";Description: Area, square feet (variable measure trade item);"AREA (ft<sup>2</sup>)""";
"""3523";Description: Area, square yards (variable measure trade item);"AREA (yd<sup>2</sup>)""";
"""3533";Description: Area, square inches;"AREA (in<sup>2</sup>), log""";
"""3543";Description: Area, square feet;"AREA (ft<sup>2</sup>), log""";
"""3553";Description: Area, square yards;"AREA (yd<sup>2</sup>), log""";
"""3563";Description: Net weight, troy ounces (variable measure trade item);"NET WEIGHT (t oz)""";
"""3573";Description: Net weight (or volume), ounces (variable measure trade item);"NET VOLUME (oz)""";
"""3603";Description: Net volume, quarts (variable measure trade item);"NET VOLUME (qt)""";
"""3613";Description: Net volume, gallons U.S. (variable measure trade item);"NET VOLUME (gal.)""";
"""3623";Description: Logistic volume, quarts;"VOLUME (qt), log""";
"""3633";Description: Logistic volume, gallons U.S.;"VOLUME (gal.), log""";
"""3643";Description: Net volume, cubic inches (variable measure trade item);"VOLUME (in<sup>3</sup>)""";
"""3653";Description: Net volume, cubic feet (variable measure trade item);"VOLUME (ft<sup>3</sup>)""";
"""3663";Description: Net volume, cubic yards (variable measure trade item);"VOLUME (yd<sup>3</sup>)""";
"""3673";Description: Logistic volume, cubic inches;"VOLUME (in<sup>3</sup>), log""";
"""3683";Description: Logistic volume, cubic feet;"VOLUME (ft<sup>3</sup>), log""";
"""3693";Description: Logistic volume, cubic yards;"VOLUME (yd<sup>3</sup>), log""";
"""3104";Description: Net weight, kilograms (variable measure trade item);"NET WEIGHT (kg)""";
"""3114";Description: Length or first dimension, metres (variable measure trade item);"LENGTH (m)""";
"""3124";Description: Width, diameter, or second dimension, metres (variable measure trade item);"WIDTH (m)""";
"""3134";Description: Depth, thickness, height, or third dimension, metres (variable measure trade item);"HEIGHT (m)""";
"""3144";Description: Area, square metres (variable measure trade item);"AREA (m<sup>2</sup>)""";
"""3154";Description: Net volume, litres (variable measure trade item);"NET VOLUME (l)""";
"""3164";Description: Net volume, cubic metres (variable measure trade item);"NET VOLUME (m<sup>3</sup>)""";
"""3204";Description: Net weight, pounds (variable measure trade item);"NET WEIGHT (lb)""";
"""3214";Description: Length or first dimension, inches (variable measure trade item);"LENGTH (in)""";
"""3224";Description: Length or first dimension, feet (variable measure trade item);"LENGTH (ft)""";
"""3234";Description: Length or first dimension, yards (variable measure trade item);"LENGTH (yd)""";
"""3244";Description: Width, diameter, or second dimension, inches (variable measure trade item);"WIDTH (in)""";
"""3254";Description: Width, diameter, or second dimension, feet (variable measure trade item);"WIDTH (ft)""";
"""3264";Description: Width, diameter, or second dimension, yards (variable measure trade item);"WIDTH (yd)""";
"""3274";Description: Depth, thickness, height, or third dimension, inches (variable measure trade item);"HEIGHT (in)""";
"""3284";Description: Depth, thickness, height, or third dimension, feet (variable measure trade item);"HEIGHT (ft)""";
"""3294";Description: Depth, thickness, height, or third dimension, yards (variable measure trade item);"HEIGHT (yd)""";
"""3304";Description: Logistic weight, kilograms;"GROSS WEIGHT (kg)""";
"""3314";Description: Length or first dimension, metres;"LENGTH (m), log""";
"""3324";Description: Width, diameter, or second dimension, metres;"WIDTH (m), log""";
"""3334";Description: Depth, thickness, height, or third dimension, metres;"HEIGHT (m), log""";
"""3344";Description: Area, square metres;"AREA (m<sup>2</sup>), log""";
"""3354";Description: Logistic volume, litres;"VOLUME (l), log""";
"""3364";Description: Logistic volume, cubic metres;"VOLUME (m<sup>3</sup>), log""";
"""3374";Description: Kilograms per square metre;"KG PER m<sup>2</sup>""";
"""3404";Description: Logistic weight, pounds;"GROSSWEIGHT (lb)""";
"""3414";Description: Length or first dimension, inches;"LENGTH (in), log""";
"""3424";Description: Length or first dimension, feet;"LENGTH (ft), log""";
"""3434";Description: Length or first dimension, yards;"LENGTH (yd), log""";
"""3444";Description: Width, diameter, or second dimension, inches;"WIDTH (in), log""";
"""3454";Description: Width, diameter, or second dimension, feet;"WIDTH (ft), log""";
"""3464";Description: Width, diameter, or second dimension, feet;"WIDTH (yd), log""";
"""3474";Description: Depth, thickness, height, or third dimension, inches;"HEIGHT (in), log""";
"""3484";Description: Depth, thickness, height, or third dimension, feet;"HEIGHT (ft), log""";
"""3494";Description: Depth, thickness, height, or third dimension, yards;"HEIGHT (yd), log""";
"""3504";Description: Area, square inches (variable measure trade item);"AREA (in<sup>2</sup>)""";
"""3514";Description: Area, square feet (variable measure trade item);"AREA (ft<sup>2</sup>)""";
"""3524";Description: Area, square yards (variable measure trade item);"AREA (yd<sup>2</sup>)""";
"""3534";Description: Area, square inches;"AREA (in<sup>2</sup>), log""";
"""3544";Description: Area, square feet;"AREA (ft<sup>2</sup>), log""";
"""3554";Description: Area, square yards;"AREA (yd<sup>2</sup>), log""";
"""3564";Description: Net weight, troy ounces (variable measure trade item);"NET WEIGHT (t oz)""";
"""3574";Description: Net weight (or volume), ounces (variable measure trade item);"NET VOLUME (oz)""";
"""3604";Description: Net volume, quarts (variable measure trade item);"NET VOLUME (qt)""";
"""3614";Description: Net volume, gallons U.S. (variable measure trade item);"NET VOLUME (gal.)""";
"""3624";Description: Logistic volume, quarts;"VOLUME (qt), log""";
"""3634";Description: Logistic volume, gallons U.S.;"VOLUME (gal.), log""";
"""3644";Description: Net volume, cubic inches (variable measure trade item);"VOLUME (in<sup>3</sup>)""";
"""3654";Description: Net volume, cubic feet (variable measure trade item);"VOLUME (ft<sup>3</sup>)""";
"""3664";Description: Net volume, cubic yards (variable measure trade item);"VOLUME (yd<sup>3</sup>)""";
"""3674";Description: Logistic volume, cubic inches;"VOLUME (in<sup>3</sup>), log""";
"""3684";Description: Logistic volume, cubic feet;"VOLUME (ft<sup>3</sup>), log""";
"""3694";Description: Logistic volume, cubic yards;"VOLUME (yd<sup>3</sup>), log""";
"""3105";Description: Net weight, kilograms (variable measure trade item);"NET WEIGHT (kg)""";
"""3115";Description: Length or first dimension, metres (variable measure trade item);"LENGTH (m)""";
"""3125";Description: Width, diameter, or second dimension, metres (variable measure trade item);"WIDTH (m)""";
"""3135";Description: Depth, thickness, height, or third dimension, metres (variable measure trade item);"HEIGHT (m)""";
"""3145";Description: Area, square metres (variable measure trade item);"AREA (m<sup>2</sup>)""";
"""3155";Description: Net volume, litres (variable measure trade item);"NET VOLUME (l)""";
"""3165";Description: Net volume, cubic metres (variable measure trade item);"NET VOLUME (m<sup>3</sup>)""";
"""3205";Description: Net weight, pounds (variable measure trade item);"NET WEIGHT (lb)""";
"""3215";Description: Length or first dimension, inches (variable measure trade item);"LENGTH (in)""";
"""3225";Description: Length or first dimension, feet (variable measure trade item);"LENGTH (ft)""";
"""3235";Description: Length or first dimension, yards (variable measure trade item);"LENGTH (yd)""";
"""3245";Description: Width, diameter, or second dimension, inches (variable measure trade item);"WIDTH (in)""";
"""3255";Description: Width, diameter, or second dimension, feet (variable measure trade item);"WIDTH (ft)""";
"""3265";Description: Width, diameter, or second dimension, yards (variable measure trade item);"WIDTH (yd)""";
"""3275";Description: Depth, thickness, height, or third dimension, inches (variable measure trade item);"HEIGHT (in)""";
"""3285";Description: Depth, thickness, height, or third dimension, feet (variable measure trade item);"HEIGHT (ft)""";
"""3295";Description: Depth, thickness, height, or third dimension, yards (variable measure trade item);"HEIGHT (yd)""";
"""3305";Description: Logistic weight, kilograms;"GROSS WEIGHT (kg)""";
"""3315";Description: Length or first dimension, metres;"LENGTH (m), log""";
"""3325";Description: Width, diameter, or second dimension, metres;"WIDTH (m), log""";
"""3335";Description: Depth, thickness, height, or third dimension, metres;"HEIGHT (m), log""";
"""3345";Description: Area, square metres;"AREA (m<sup>2</sup>), log""";
"""3355";Description: Logistic volume, litres;"VOLUME (l), log""";
"""3365";Description: Logistic volume, cubic metres;"VOLUME (m<sup>3</sup>), log""";
"""3375";Description: Kilograms per square metre;"KG PER m<sup>2</sup>""";
"""3405";Description: Logistic weight, pounds;"GROSS WEIGHT (lb)""";
"""3415";Description: Length or first dimension, inches;"LENGTH (in), log""";
"""3425";Description: Length or first dimension, feet;"LENGTH (ft), log""";
"""3435";Description: Length or first dimension, yards;"LENGTH (yd), log""";
"""3445";Description: Width, diameter, or second dimension, inches;"WIDTH (in), log""";
"""3455";Description: Width, diameter, or second dimension, feet;"WIDTH (ft), log""";
