"""3465";Description: Width, diameter, or second dimension, feet;"WIDTH (yd), log""";
"""3475";Description: Depth, thickness, height, or third dimension, inches;"HEIGHT (in), log""";
"""3485";Description: Depth, thickness, height, or third dimension, feet;"HEIGHT (ft), log""";
"""3495";Description: Depth, thickness, height, or third dimension, yards;"HEIGHT (yd), log""";
"""3505";Description: Area, square inches (variable measure trade item);"AREA (in<sup>2</sup>)""";
"""3515";Description: Area, square feet (variable measure trade item);"AREA (ft<sup>2</sup>)""";
"""3525";Description: Area, square yards (variable measure trade item);"AREA (yd<sup>2</sup>)""";
"""3535";Description: Area, square inches;"AREA (in<sup>2</sup>), log""";
"""3545";Description: Area, square feet;"AREA (ft<sup>2</sup>), log""";
"""3555";Description: Area, square yards;"AREA (yd<sup>2</sup>), log""";
"""3565";Description: Net weight, troy ounces (variable measure trade item);"NET WEIGHT (t oz)""";
"""3575";Description: Net weight (or volume), ounces (variable measure trade item);"NET VOLUME (oz)""";
"""3605";Description: Net volume, quarts (variable measure trade item);"NET VOLUME (qt)""";
"""3615";Description: Net volume, gallons U.S. (variable measure trade item);"NET VOLUME (gal.)""";
"""3625";Description: Logistic volume, quarts;"VOLUME (qt), log""";
"""3635";Description: Logistic volume, gallons U.S.;"VOLUME (gal.), log""";
"""3645";Description: Net volume, cubic inches (variable measure trade item);"VOLUME (in<sup>3</sup>)""";
"""3655";Description: Net volume, cubic feet (variable measure trade item);"VOLUME (ft<sup>3</sup>)""";
"""3665";Description: Net volume, cubic yards (variable measure trade item);"VOLUME (yd<sup>3</sup>)""";
"""3675";Description: Logistic volume, cubic inches;"VOLUME (in<sup>3</sup>), log""";
"""3685";Description: Logistic volume, cubic feet;"VOLUME (ft<sup>3</sup>), log""";
"""3695";Description: Logistic volume, cubic yards;"VOLUME (yd<sup>3</sup>), log""";
"""3900";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3901";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3902";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3903";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3904";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3905";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3906";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3907";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3908";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3909";Description: Applicable amount payable or Coupon value, local currency;"AMOUNT""";
"""3910";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3911";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3912";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3913";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3914";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3915";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3916";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3917";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3918";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3919";Description: Applicable amount payable with ISO currency code;ISO:;"AMOUNT"""
"""3920";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3921";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3922";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3923";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3924";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3925";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3926";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3927";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3928";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3929";Description: Applicable amount payable, single monetary area (variable measure trade item);"PRICE""";
"""3930";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3931";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3932";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3933";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3934";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3935";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3936";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3937";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3938";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3939";Description: Applicable amount payable with ISO currency code (variable measure trade item);ISO:;"PRICE"""
"""3940";Description: Percentage discount of a coupon;"PRCNT OFF""";
"""3941";Description: Percentage discount of a coupon;"PRCNT OFF""";
"""3942";Description: Percentage discount of a coupon;"PRCNT OFF""";
"""3943";Description: Percentage discount of a coupon;"PRCNT OFF""";
"""3950";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3951";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3952";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3953";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3954";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3955";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3956";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3957";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3958";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""3959";Description: Amount Payable per unit of measure single monetary area (variable measure trade item);"PRICE/UoM""";
"""4300";Description: Ship-to / Deliver-to company name;"SHIP TO COMP""";
"""4301";Description: Ship-to / Deliver-to contact;"SHIP TO NAME""";
"""4302";Description: Ship-to / Deliver-to address line 1;"SHIP TO ADD1""";
"""4303";Description: Ship-to / Deliver-to address line 2;"SHIP TO ADD2""";
"""4304";Description: Ship-to / Deliver-to suburb;"SHIP TO SUB""";
